title,category,article
一橋大留学生向け入試 問題流出か,地域, 今年1月に行われた一橋大学東京都国立市の外国人留学生向けの入学試験で数学の問題用紙の画像が試験中にSNSを通じて外部流出していたことが捜査関係者への取材で分かった警視庁は不正が行われた可能性があるとして大学から被害届を受理し偽計業務妨害容疑で調べている共通テストの事件で書類送検された受験生に対し教育評論家の尾木直樹さんは許されないこと自分自身を傷つけてしまうということを教えなければいけない 捜査関係者によると試験には同大への留学を希望する外国人数十人が受験数学の試験前に何者かが外部の中国人に問題を解いてほしいと依頼し試験開始後に問題用紙の画像をSNSで送っていた画像を受け取った中国人は不審に思って解答せず同大に相談したという 警視庁が画像を送信した人物の特定を進めている 同大の広報室は現時点で何もお答えすることができませんとコメントしている 大学入試をめぐっては今年1月に行われた大学入学共通テストで試験中に世界史の問題が外部に流出し関与を認めた受験生と協力者とされる男が偽計業務妨害容疑で書類送検された
ダルビッシュ 7回無失点で5勝目,スポーツ,米大リーグ パドレス7―0メッツ7日サンディエゴペトコパーク パドレスのダルビッシュ有投手が7日日本時間8日本拠でのメッツ戦に先発6回途中まで無安打投球を披露するなど7回2安打6奪三振無失点で今季5勝目3敗を挙げた今季11試合目の先発登板は6回途中まで3死球による出塁しか許さない100球の投球で防御率は361となった写真6回途中までノーヒッター力投するダルビッシュ 初回先頭打者に死球を出したが後続を抑えて無失点2回には先頭打者に投球が当たったとしてメッツからチャレンジがありチャレンジ成功で死球続く打者にも死球を与えて無死一二塁のピンチを背負ったが97マイル156キロの速球やカットボールを駆使してここも後続を断った 初安打を許したのは6回2死から迎えた2番キャンハ外角低めのカーブを左前に運ばれた 打線は初回にプロファーの先頭打者本塁打9号ソロで先制2回にはグリシャムとクロネンワースのタイムリーなどで3点を加えた7回にはマチャドのタイムリーボイトの犠飛などで3点を加えてリードを広げた 前日は16被安打11失点で大敗したチームがこの日は投打がかみ合ったダルビッシュは5月19日同20日の敵地でのフィリーズ戦以来の勝利を挙げた
ナスカに新たな地上絵 植物か,科学, サンパウロ共同南米ペルーの世界遺産ナスカの地上絵で知られる南部ナスカの丘陵地で7日までに植物を描いたとみられる地上絵が新たに発見された長さ約60メートル幅約30メートルでトウモロコシか地元に自生するハマビシ科の植物を描いたものとみられる地元メディアが報じた写真ナスカの地上絵を上空から見物するための軽飛行機が墜落 全員死亡 2月
教員わいせつ 質問取り下げ要求か,地域, さいたま市議会定例会で7日一般質問に立った小川寿士議員民主改革が教職員による子どもへのわいせつ事案の有無や処分内容に関する質問について市教育委員会から事前に取り下げを求められたとして抗議した議会運営委員会は市教委に対し事実関係の確認を求めている
体育で児童12人熱中症か 1人重症,地域, 6月8日午前10時半すぎ神戸市東灘区の高羽六甲アイランド小学校で教員から体育のリレー中に児童が熱中症の疑いがあると消防に通報がありました写真を見る体育のリレー中に熱中症か児童の様子は
#値上げ受け入れてません 続々,IT, 日銀の黒田東彦総裁が6日の講演で食品などの値上げが相次ぐ中で家計の値上げ許容度は高まっていると発言した問題は国会でも批判が集中した7日夜に謝罪し8日には撤回に追い込まれたもののSNSネット交流サービス上などで批判が続いているツイッターでは値上げ受け入れてませんというハッシュタグ検索目印が一時トレンド入りした財政は新しい資本主義は骨太の方針の概要 6日に黒田総裁は日本の家計の値上げ許容度も高まってきているのは持続的な物価上昇の実現を目指す点から重要な変化などと発言批判を受け7日夜に家計が自主的に値上げを受け入れているという趣旨ではなかったとして謝罪に追い込まれた 落語家の立川談四楼さんは目の前にいたらもういっぺん言ってみろと怒鳴りつけるところだ人々の買い物する姿を見ろひとつも嬉々としてねえぞ生きるために仕方なく溜息をつきながら食料を選んでるんだ早く札を刷ってばら撒けとツイートし2400件以上リツイート再投稿され8000以上のいいねがついている 物価の番人とも呼ばれる日銀総裁の黒田氏がスーパーでものを買ったこともあるが基本的には家内がやっている物価の動向を直接買うことで感じているほどではない3日の参院予算委員会と答弁したことには日銀総裁不適格なことは明らかなどと批判が目立つ ほかにも生活必需品だから買うしかないだけみんな困ってる受け入れてるわけないふざけるな高くても買うのは値上げを受け入れているからではなく食べなきゃ死ぬからなんですよ人間は食べ物を食べないと死ぬってご存知ないなどと値上げの影響を強調する内容が多い 黒田総裁が誤解を招いた表現だったと答えたことについても誤解なんかしていない謝り方まで腹立たしいと怒りが収まらない書き込みもあった 参院選が近いことから選挙いこどこに入れてもいいからとりあえず私は貧乏人から税金いっぱい取って苦しくなっても助けてくれず詭弁きべん使うやつらに政治まかせたくないわなどと投票を呼びかける書き込みも広がっているデジタル報道センター
YouTuberが脱退 赤髪のとも公表,エンタメ, 登録者数205万人のゲーム実況ユーチューバー赤髪のともが8日動画を更新し動画内の人気コンテンツあかがみんクラフトメンバーよっぴーの脱退を発表した 赤髪のともあかがみんメンバーについてのご報告と書き出し動画を更新よっぴーさんから連絡を受けて本日をもってよっぴーさんはあかがみんから脱退することになりましたと報告婚約者がいる身でありながら視聴者さんと関係を持ってしまったという報告がありあかがみんメンバー全員とも話し合いをしたのですが以前にも似たトラブルがありこういう事が今後もあっては楽しい動画を作って見てもらうというのは難しいんじゃないかという結論になりまして脱退の話を受け入れることになりましたと動画の概要欄につづった今後1週間は配信を休むという よっぴーはメンバーとしてコンテンツを支えていただけにファンからは動画やコラボ先でいつも楽しそうにしているお2人が好きだっただけに今回のことはとても残念ですあまりの衝撃に言葉を失ってしまったあまりにも喪失感が大きすぎて言葉を失いましたと惜しむ声が寄せられた 登録者数18万人のチャンネルを持つよっぴーも自身のチャンネルで二度と裏切ることがないようこれからの人生誠心誠意尽くしていきたいと思いますと自身の口から反省の意を示した
「今年も来たよ」秋葉原殺傷14年,地域, 東京秋葉原の繁華街で2008年7人が死亡10人が重軽傷を負った無差別殺傷事件は8日発生から14年となった現場の交差点では友人らが犠牲者に向けて花や飲み物を供えた絵秋葉原事件の死刑囚が描くお昼寝
池田小事件「命の尊さ受け継ぐ」,地域, 大阪教育大付属池田小学校大阪府池田市で児童8人が亡くなり教諭を含む15人が重軽傷を負った事件は8日発生から21年になった同校では事件が起きた午前10時過ぎに祈りと誓いの集いがあり8人の名前を刻んだ塔の鐘が鳴らされ児童や遺族教職員らが黙祷もくとうした真田巧たくみ校長はあいさつでロシアのウクライナ侵攻や米テキサス州の小学校で5月下旬に起きた銃乱射事件にも触れた写真宅間守元死刑囚に言ってほしかった一言 向き合った弁護士の思い 集いで真田校長は海外では国家の侵攻で学びの場であるべき学校が標的になったり小学校が銃の惨劇に見舞われたくさんの命が奪われたりする悲しい出来事が起こっていると述べたその上でこのようなことが現実に起こっていることに無力感を感じ目を背けていては学校の安全を守ることにつながらないと語った 児童代表の6年生3人は多くの人の幸せを願い命の尊さを受け継いでいく私たちが安全で安心できる社会を築いていくと誓った 例年全校児童約600人が集いに参加してきた新型コロナウイルスの影響で昨年は来賓や保護者の参加を取りやめたが今年は来賓や集いに初めて出席する1年生の保護者も参加した6年生や参加者全員による歌も昨年は児童たちの歌を事前に録音したものを流したが今年は例年どおりに歌った 集いの前には同校が取り組む安全科の授業が全学年であったテレビモニターを通じて報道陣に公開された6年生の授業では児童たちが旧校舎と2004年に建てられた新校舎の写真を見比べながら安全対策を振り返り今やこの先に私ができることなどを話し合った瀬戸口和秀森嶋俊晴
4日徹夜も 多胎育児の苦難と喜び,国内,子供を虐待死させる痛ましい事件が連日のようにニュースで報じられている平尾類画像2人同時に泣く双子警察庁が2月に発表した犯罪情勢統計暫定値によると2021年に児童虐待の疑いで児童相談所に通告された18歳未満の子供は10万8050人で2010年以降増加し続けている内訳をみると子供の自尊心を傷つける暴言や脅すなどの心理的虐待が8万299人で最も多く暴力行為による身体的虐待が1万9185人で続く児童虐待の検挙件数も昨年は過去最多の2170件だった児童相談所に通告件数が増えているのは複合的な要因があると言われている虐待に関しての危機意識が高まり夫婦間の暴力の現場に駆けつけた警察が子どもの前で行われる面前DVを心理的虐待として児相に連絡するケースが増えているというまた東京都目黒区で起きた船戸結愛ちゃん虐待死など凄惨な事件が大きく報じられた後は近隣住民がより敏感になり通報が増える傾向がある10万人以上の子供たちが虐待の疑いで児童相談所に通告されたという事実を深刻に受け止めなければいけない育児の悩みやエピソードを聞き知る機会は多いだが双子や三つ子を育てる多胎育児について私たちは想像力を張り巡らせることがあるだろうか日本の分娩件数に占める多胎児の割合は1前後で推移している日本多胎支援協会の調査によると多胎家庭では虐待死の発生頻度が単胎家庭に比べ254倍以上にもなるという大きな原因が重い育児負担だ多胎児の母親たちは生後3カ月間は記憶がないと口をそろえる双子三つ子が昼夜を問わず泣き続けるため母親の1日の睡眠時間は12時間の日々が続くことが珍しくないという
露の漁業協定停止 松野氏「遺憾」,国内,松野官房長官は6月8日ロシア外務省が北方領土周辺で日本漁船の安全操業に関する政府間協定の実行を中断すると発表したことについて一方的に協定の履行停止を発表したことは遺憾だと述べたロシア外務省のザハロワ報道官は7日声明を発表し北方領土周辺で操業している日本漁船を拿捕しないいわゆる安全操業をめぐって日ロが1998年に締結した協定の実行を中断すると発表した日本側が協定に基づく支払いを凍結し必要な文書への署名を遅らせているからだと主張しているこれについて松野官房長官は8日の記者会見で一方的に協定の履行停止を発表したことは遺憾だ日本側としては引き続き協定の下での操業が行われるようロシア側と協議を行っていくと述べたまた第一に漁業関係者の操業の安全を確保するために全力を尽くすと強調した協定は日本側がロシア側に協力金を支払って漁をする仕組みでスケトウダラやホッケタコなどが対象になっていて日本漁船が今後操業できなくなる可能性がある
シコふんじゃった。リメイク制作,エンタメ, 厚底ブーツやたまごっちなど平成初期に流行したカルチャー“平成レトロ”がZ世代90年代半ば以降生まれを中心に話題を集めているそんなブームもあってかあの名作映画が配信ドラマで復活するという写真避妊具のネックレスをつけて紅白に出演 本木雅弘の“今はできない”神々しすぎるステージ92年に公開された本木雅弘さんの主演映画シコふんじゃったが海外資本の動画配信メディアでリメイクされることが決定しました映画版で描かれた相撲部のその後を描いた作品です今年2月に主要キャストのオーディションを開催1か月ほど相撲シーンの稽古を経て4月から都内のちゃんこ料理店や千葉県内の小学校ですでに撮影が行われています制作会社関係者 本木演じる主人公が卒業に必要な単位と引き換えに廃部寸前の弱小大学相撲部に入部したことで巻き起こる青春コメディーだ第16回日本アカデミー賞では最優秀作品賞を含めた6部門を受賞そのほかの映画祭でも軒並み高い評価を得ましたメガホンを取った周防正行監督自身の手によって映画公開後には小説版も執筆されました映画ライター
解任マドン氏 ショウヘイは打つよ,スポーツ,エンゼルスレッドソックス7日日本時間8日エンゼルスタジアムエンゼルスから監督を解任されたジョーマドン氏68が7日解任直後にジアスレチックのインタビューに応じ思いを語った写真マドン監督と話しスマホを片手に笑顔を見せる大谷解任されたことにはちょっと驚いたねいや実際のところかなり驚いた選手やコーチたちに意見も聞かずいきなりだった実情を知っているのは彼らなのにと無念を口にしながらも自由を得たとも話した最近のデータ分析重視の風潮にただ球場に来て野球を楽しむことがもうできなくなったフロントからの指示があまりにも多すぎると不満も口にしたまた12連敗の要因については対戦相手が強かったけが人も出たブルペンが苦しみ打線から当たりが止まった負の連鎖が起こってしまった不協和音とかリーダーシップの欠如といった問題ではないチーム環境は素晴らしいとコメントチームの復活についてはもちろんできるレンドンが戻りウォードがプレーを続けブルペンが自信を取り戻せばと話しショウヘイは打つよ彼はもちろん打つよマイキートラウトだってそうだこういう時期もある過剰に反応しすぎという面もあると思うと話した
